Transaction_ID,Order_ID,Transaction_Mode,Rewards
TR_41013328,OR_31003341,Credit Card,No
TR_41013329,OR_31005765,Credit Card,Yes
TR_41013330,OR_31001278,COD,No
TR_41013331,OR_31000720,Credit Card,No
TR_41013332,OR_31001125,Debit Card,No
TR_41013333,OR_31001715,Wallet,Yes
TR_41013334,OR_31001172,UPI,Yes
TR_41013335,OR_31006941,Credit Card,Yes
TR_41013336,OR_31003973,COD,Yes
TR_41013337,OR_31000338,COD,Yes
TR_41013338,OR_31006793,COD,Yes
TR_41013339,OR_31000226,Credit Card,No
TR_41013340,OR_31007536,COD,Yes
TR_41013341,OR_31008974,Debit Card,Yes
TR_41013342,OR_31005071,Wallet,Yes
TR_41013343,OR_31008333,UPI,No
TR_41013344,OR_31009890,Wallet,No
TR_41013345,OR_31001687,COD,Yes
TR_41013346,OR_31009175,COD,No
TR_41013347,OR_31008008,Debit Card,Yes
TR_41013348,OR_31003389,COD,No
TR_41013349,OR_31000522,UPI,No
TR_41013350,OR_31005433,Credit Card,No
TR_41013351,OR_31002181,Credit Card,Yes
TR_41013352,OR_31000231,Debit Card,No
TR_41013353,OR_31006211,Wallet,No
TR_41013354,OR_31009066,COD,Yes
TR_41013355,OR_31005964,Credit Card,Yes
TR_41013356,OR_31004659,Credit Card,No
TR_41013357,OR_31008340,Debit Card,No
TR_41013358,OR_31000347,Credit Card,Yes
TR_41013359,OR_31002939,Debit Card,Yes
TR_41013360,OR_31009266,Debit Card,No
TR_41013361,OR_31006555,Debit Card,Yes
TR_41013362,OR_31002950,Debit Card,Yes
TR_41013363,OR_31007979,Debit Card,No
TR_41013364,OR_31000904,Credit Card,Yes
TR_41013365,OR_31009481,Debit Card,Yes
TR_41013366,OR_31008669,Wallet,Yes
TR_41013367,OR_31001048,Credit Card,Yes
TR_41013368,OR_31006999,COD,No
TR_41013369,OR_31004762,Wallet,Yes
TR_41013370,OR_31009394,Wallet,No
TR_41013371,OR_31003864,UPI,Yes
TR_41013372,OR_31007682,Debit Card,Yes
TR_41013373,OR_31006034,Wallet,Yes
TR_41013374,OR_31004665,Credit Card,Yes
TR_41013375,OR_31008330,Debit Card,Yes
TR_41013376,OR_31001750,UPI,Yes
TR_41013377,OR_31004270,Credit Card,Yes
TR_41013378,OR_31008986,Debit Card,Yes
TR_41013379,OR_31003269,UPI,Yes
TR_41013380,OR_31007727,Credit Card,No
TR_41013381,OR_31000651,UPI,Yes
TR_41013382,OR_31003070,Wallet,Yes
TR_41013383,OR_31000915,Wallet,Yes
TR_41013384,OR_31004586,UPI,No
TR_41013385,OR_31005158,UPI,Yes
TR_41013386,OR_31004419,UPI,Yes
TR_41013387,OR_31009613,Credit Card,No
TR_41013388,OR_31005086,Wallet,No
TR_41013389,OR_31006937,UPI,No
TR_41013390,OR_31006141,COD,Yes
TR_41013391,OR_31009393,UPI,No
TR_41013392,OR_31002914,Credit Card,No
TR_41013393,OR_31002038,Credit Card,Yes
TR_41013394,OR_31002503,Credit Card,Yes
TR_41013395,OR_31008005,Credit Card,Yes
TR_41013396,OR_31001248,Debit Card,No
TR_41013397,OR_31003910,UPI,Yes
TR_41013398,OR_31002580,COD,Yes
TR_41013399,OR_31009620,COD,No
TR_41013400,OR_31008442,Debit Card,No
TR_41013401,OR_31001131,Wallet,No
TR_41013402,OR_31006580,UPI,No
TR_41013403,OR_31005440,UPI,Yes
TR_41013404,OR_31003286,Debit Card,Yes
TR_41013405,OR_31000615,Wallet,No
TR_41013406,OR_31005866,Credit Card,Yes
TR_41013407,OR_31008040,Wallet,No
TR_41013408,OR_31001253,Wallet,Yes
TR_41013409,OR_31000139,COD,Yes
TR_41013410,OR_31007842,UPI,Yes
TR_41013411,OR_31004084,UPI,Yes
TR_41013412,OR_31004431,Credit Card,No
TR_41013413,OR_31004157,UPI,No
TR_41013414,OR_31002001,Credit Card,Yes
TR_41013415,OR_31001185,Credit Card,No
TR_41013416,OR_31004060,Wallet,No
TR_41013417,OR_31005001,Debit Card,No
TR_41013418,OR_31007584,UPI,Yes
TR_41013419,OR_31005210,Debit Card,Yes
TR_41013420,OR_31006211,Debit Card,No
TR_41013421,OR_31002830,UPI,Yes
TR_41013422,OR_31006346,Wallet,Yes
TR_41013423,OR_31006164,Debit Card,No
TR_41013424,OR_31007287,COD,No
TR_41013425,OR_31002892,Debit Card,Yes
TR_41013426,OR_31000958,Debit Card,Yes
TR_41013427,OR_31001125,Credit Card,Yes
TR_41013428,OR_31001731,Wallet,No
TR_41013429,OR_31000961,COD,No
TR_41013430,OR_31004717,UPI,No
TR_41013431,OR_31006235,Wallet,No
TR_41013432,OR_31006562,Credit Card,Yes
TR_41013433,OR_31002594,UPI,No
TR_41013434,OR_31007593,Wallet,No
TR_41013435,OR_31003258,UPI,No
TR_41013436,OR_31008122,COD,No
TR_41013437,OR_31001933,Wallet,Yes
TR_41013438,OR_31003460,COD,No
TR_41013439,OR_31006061,Wallet,No
TR_41013440,OR_31006706,Credit Card,Yes
TR_41013441,OR_31007060,Wallet,Yes
TR_41013442,OR_31002975,Debit Card,Yes
TR_41013443,OR_31007149,Wallet,No
TR_41013444,OR_31000340,UPI,No
TR_41013445,OR_31007493,Wallet,Yes
TR_41013446,OR_31006172,UPI,Yes
TR_41013447,OR_31007744,Wallet,No
TR_41013448,OR_31004019,Credit Card,Yes
TR_41013449,OR_31003908,Debit Card,No
TR_41013450,OR_31006101,Credit Card,No
TR_41013451,OR_31000495,Wallet,Yes
TR_41013452,OR_31003928,Wallet,No
TR_41013453,OR_31009537,Credit Card,No
TR_41013454,OR_31006113,Wallet,Yes
TR_41013455,OR_31003328,Debit Card,No
TR_41013456,OR_31005449,Wallet,Yes
TR_41013457,OR_31005773,Debit Card,No
TR_41013458,OR_31006337,COD,No
TR_41013459,OR_31000552,Wallet,No
TR_41013460,OR_31009588,UPI,Yes
TR_41013461,OR_31000998,Credit Card,Yes
TR_41013462,OR_31004142,COD,No
TR_41013463,OR_31004600,UPI,Yes
TR_41013464,OR_31005263,Wallet,Yes
TR_41013465,OR_31008756,UPI,Yes
TR_41013466,OR_31000630,Debit Card,No
TR_41013467,OR_31000639,Wallet,No
TR_41013468,OR_31007283,COD,Yes
TR_41013469,OR_31006674,COD,No
TR_41013470,OR_31003423,Credit Card,Yes
TR_41013471,OR_31004753,UPI,No
TR_41013472,OR_31000439,Wallet,No
TR_41013473,OR_31008354,COD,Yes
TR_41013474,OR_31005397,COD,Yes
TR_41013475,OR_31007214,Credit Card,Yes
TR_41013476,OR_31002892,Debit Card,No
TR_41013477,OR_31009142,Wallet,Yes
TR_41013478,OR_31005626,UPI,Yes
TR_41013479,OR_31001706,UPI,Yes
TR_41013480,OR_31006633,UPI,No
TR_41013481,OR_31003481,UPI,Yes
TR_41013482,OR_31009288,Debit Card,Yes
TR_41013483,OR_31002850,Debit Card,No
TR_41013484,OR_31000109,Wallet,No
TR_41013485,OR_31006502,Wallet,Yes
TR_41013486,OR_31009258,COD,No
TR_41013487,OR_31001291,COD,No
TR_41013488,OR_31002558,UPI,No
TR_41013489,OR_31002293,Credit Card,No
TR_41013490,OR_31008931,UPI,Yes
TR_41013491,OR_31001032,Wallet,Yes
TR_41013492,OR_31003624,Debit Card,Yes
TR_41013493,OR_31000426,Credit Card,No
TR_41013494,OR_31004749,COD,Yes
TR_41013495,OR_31007016,UPI,Yes
TR_41013496,OR_31002996,Wallet,No
TR_41013497,OR_31006471,UPI,No
TR_41013498,OR_31002545,Credit Card,No
TR_41013499,OR_31007569,Wallet,No
TR_41013500,OR_31006626,Credit Card,No
TR_41013501,OR_31002784,Debit Card,No
TR_41013502,OR_31000387,Credit Card,No
TR_41013503,OR_31007701,Wallet,No
TR_41013504,OR_31000572,Wallet,No
TR_41013505,OR_31004510,Debit Card,Yes
TR_41013506,OR_31005942,Wallet,No
TR_41013507,OR_31005037,Credit Card,Yes
TR_41013508,OR_31001260,UPI,No
TR_41013509,OR_31002280,Credit Card,No
TR_41013510,OR_31002495,Credit Card,Yes
TR_41013511,OR_31004954,Wallet,Yes
TR_41013512,OR_31007676,Debit Card,No
TR_41013513,OR_31003234,Wallet,Yes
TR_41013514,OR_31005550,COD,Yes
TR_41013515,OR_31007485,Wallet,Yes
TR_41013516,OR_31008268,Wallet,No
TR_41013517,OR_31000198,UPI,Yes
TR_41013518,OR_31008099,COD,No
TR_41013519,OR_31006238,Wallet,No
TR_41013520,OR_31000214,COD,No
TR_41013521,OR_31009871,COD,No
TR_41013522,OR_31009889,Debit Card,Yes
TR_41013523,OR_31003005,Wallet,No
TR_41013524,OR_31000876,UPI,Yes
TR_41013525,OR_31005146,COD,Yes
TR_41013526,OR_31003966,UPI,Yes
TR_41013527,OR_31009148,Wallet,Yes
TR_41013528,OR_31006916,UPI,Yes
TR_41013529,OR_31008205,UPI,No
TR_41013530,OR_31008453,UPI,Yes
TR_41013531,OR_31007205,Debit Card,Yes
TR_41013532,OR_31005388,Wallet,Yes
TR_41013533,OR_31001602,UPI,Yes
TR_41013534,OR_31001843,COD,No
TR_41013535,OR_31003590,Credit Card,Yes
TR_41013536,OR_31000248,Debit Card,No
TR_41013537,OR_31001910,Credit Card,No
TR_41013538,OR_31004333,Wallet,No
TR_41013539,OR_31000363,Debit Card,Yes
TR_41013540,OR_31006789,Debit Card,Yes
TR_41013541,OR_31007246,Wallet,Yes
TR_41013542,OR_31008637,Credit Card,Yes
TR_41013543,OR_31006657,Debit Card,Yes
TR_41013544,OR_31001711,Debit Card,Yes
TR_41013545,OR_31004253,Wallet,Yes
TR_41013546,OR_31006793,UPI,No
TR_41013547,OR_31003517,Wallet,Yes
TR_41013548,OR_31009356,Wallet,Yes
TR_41013549,OR_31009411,Wallet,No
TR_41013550,OR_31007966,UPI,Yes
TR_41013551,OR_31000285,Credit Card,No
TR_41013552,OR_31002184,UPI,No
TR_41013553,OR_31001674,UPI,Yes
TR_41013554,OR_31005038,COD,Yes
TR_41013555,OR_31003588,Credit Card,Yes
TR_41013556,OR_31002785,Wallet,Yes
TR_41013557,OR_31009686,Credit Card,Yes
TR_41013558,OR_31005804,Credit Card,No
TR_41013559,OR_31002954,UPI,Yes
TR_41013560,OR_31009885,Debit Card,Yes
TR_41013561,OR_31000446,Credit Card,No
TR_41013562,OR_31001074,COD,No
TR_41013563,OR_31001565,COD,Yes
TR_41013564,OR_31008788,COD,Yes
TR_41013565,OR_31002861,Wallet,Yes
TR_41013566,OR_31001776,UPI,Yes
TR_41013567,OR_31006628,UPI,No
TR_41013568,OR_31004600,UPI,Yes
TR_41013569,OR_31003080,Credit Card,Yes
TR_41013570,OR_31007076,UPI,No
TR_41013571,OR_31001505,UPI,Yes
TR_41013572,OR_31009979,COD,Yes
TR_41013573,OR_31002618,COD,No
TR_41013574,OR_31002051,Wallet,Yes
TR_41013575,OR_31000063,Debit Card,Yes
TR_41013576,OR_31001659,COD,Yes
TR_41013577,OR_31007728,Wallet,No
TR_41013578,OR_31003244,Credit Card,No
TR_41013579,OR_31007280,Wallet,Yes
TR_41013580,OR_31007242,Credit Card,No
TR_41013581,OR_31001589,COD,Yes
TR_41013582,OR_31006223,COD,Yes
TR_41013583,OR_31006313,Wallet,Yes
TR_41013584,OR_31002597,Credit Card,Yes
TR_41013585,OR_31006457,Debit Card,No
TR_41013586,OR_31006313,Debit Card,No
TR_41013587,OR_31006994,UPI,No
TR_41013588,OR_31008776,Wallet,No
TR_41013589,OR_31004737,UPI,No
TR_41013590,OR_31004116,Debit Card,No
TR_41013591,OR_31002970,Credit Card,No
TR_41013592,OR_31004671,UPI,Yes
TR_41013593,OR_31000194,UPI,Yes
TR_41013594,OR_31007769,Wallet,No
TR_41013595,OR_31009763,UPI,Yes
TR_41013596,OR_31001925,Debit Card,Yes
TR_41013597,OR_31007418,Debit Card,Yes
TR_41013598,OR_31002597,UPI,No
TR_41013599,OR_31005102,Debit Card,No
TR_41013600,OR_31008534,Debit Card,No
TR_41013601,OR_31008336,Debit Card,No
TR_41013602,OR_31006905,Credit Card,No
TR_41013603,OR_31007484,Debit Card,No
TR_41013604,OR_31004623,COD,No
TR_41013605,OR_31003914,UPI,Yes
TR_41013606,OR_31007761,COD,Yes
TR_41013607,OR_31006062,Debit Card,No
TR_41013608,OR_31001469,COD,Yes
TR_41013609,OR_31000184,Debit Card,No
TR_41013610,OR_31007041,COD,No
TR_41013611,OR_31007887,COD,Yes
TR_41013612,OR_31009887,Wallet,No
TR_41013613,OR_31004152,UPI,Yes
TR_41013614,OR_31003299,COD,No
TR_41013615,OR_31002556,COD,No
TR_41013616,OR_31005746,COD,Yes
TR_41013617,OR_31002619,Debit Card,Yes
TR_41013618,OR_31007059,UPI,Yes
TR_41013619,OR_31003131,Credit Card,No
TR_41013620,OR_31002405,Wallet,No
TR_41013621,OR_31006682,Debit Card,Yes
TR_41013622,OR_31004681,COD,No
TR_41013623,OR_31002962,Wallet,No
TR_41013624,OR_31009846,Debit Card,Yes
TR_41013625,OR_31007434,Credit Card,Yes
TR_41013626,OR_31003636,Wallet,Yes
TR_41013627,OR_31008795,Wallet,No
TR_41013628,OR_31002714,UPI,Yes
TR_41013629,OR_31009632,Debit Card,Yes
TR_41013630,OR_31006399,Debit Card,Yes
TR_41013631,OR_31009580,UPI,No
TR_41013632,OR_31007863,Credit Card,No
TR_41013633,OR_31005382,UPI,Yes
TR_41013634,OR_31001327,Wallet,No
TR_41013635,OR_31005421,UPI,Yes
TR_41013636,OR_31007242,Debit Card,Yes
TR_41013637,OR_31004870,Credit Card,No
TR_41013638,OR_31009707,Credit Card,Yes
TR_41013639,OR_31008700,UPI,No
TR_41013640,OR_31005925,Wallet,Yes
TR_41013641,OR_31007048,Credit Card,No
TR_41013642,OR_31002556,COD,Yes
TR_41013643,OR_31007048,Wallet,Yes
TR_41013644,OR_31002005,UPI,Yes
TR_41013645,OR_31000487,COD,Yes
TR_41013646,OR_31003965,UPI,No
TR_41013647,OR_31000718,Debit Card,No
TR_41013648,OR_31004310,COD,Yes
TR_41013649,OR_31004259,Debit Card,Yes
TR_41013650,OR_31004144,Wallet,No
TR_41013651,OR_31007185,UPI,Yes
TR_41013652,OR_31004343,UPI,No
TR_41013653,OR_31006509,Debit Card,No
TR_41013654,OR_31001948,UPI,Yes
TR_41013655,OR_31009850,Wallet,Yes
TR_41013656,OR_31003407,Wallet,No
TR_41013657,OR_31002400,UPI,No
TR_41013658,OR_31006586,Wallet,Yes
TR_41013659,OR_31002441,UPI,Yes
TR_41013660,OR_31006693,COD,Yes
TR_41013661,OR_31004012,Wallet,No
TR_41013662,OR_31003816,Debit Card,No
TR_41013663,OR_31006211,Wallet,No
TR_41013664,OR_31000794,COD,No
TR_41013665,OR_31003489,Credit Card,Yes
TR_41013666,OR_31002432,COD,No
TR_41013667,OR_31001540,COD,No
TR_41013668,OR_31007776,COD,No
TR_41013669,OR_31002629,Credit Card,No
TR_41013670,OR_31009644,Debit Card,Yes
TR_41013671,OR_31001684,UPI,Yes
TR_41013672,OR_31005806,UPI,No
TR_41013673,OR_31003689,Credit Card,Yes
TR_41013674,OR_31005307,UPI,Yes
TR_41013675,OR_31009454,UPI,Yes
TR_41013676,OR_31004436,Credit Card,Yes
TR_41013677,OR_31004559,COD,Yes
TR_41013678,OR_31006883,Wallet,No
TR_41013679,OR_31009829,COD,Yes
TR_41013680,OR_31005330,Wallet,Yes
TR_41013681,OR_31000151,Debit Card,Yes
TR_41013682,OR_31000638,UPI,No
TR_41013683,OR_31008654,UPI,Yes
TR_41013684,OR_31003976,Wallet,Yes
TR_41013685,OR_31004075,Credit Card,Yes
TR_41013686,OR_31007838,COD,No
TR_41013687,OR_31000418,Debit Card,Yes
TR_41013688,OR_31001651,Debit Card,Yes
TR_41013689,OR_31002056,COD,No
TR_41013690,OR_31005516,UPI,Yes
TR_41013691,OR_31008348,UPI,No
TR_41013692,OR_31002402,UPI,No
TR_41013693,OR_31008807,Wallet,No
TR_41013694,OR_31008597,UPI,No
TR_41013695,OR_31005196,Debit Card,No
TR_41013696,OR_31002432,UPI,No
TR_41013697,OR_31002227,Debit Card,No
TR_41013698,OR_31001790,COD,No
TR_41013699,OR_31008405,Wallet,Yes
TR_41013700,OR_31002486,Wallet,No
TR_41013701,OR_31006677,Wallet,Yes
TR_41013702,OR_31006737,COD,No
TR_41013703,OR_31009232,COD,Yes
TR_41013704,OR_31004499,UPI,No
TR_41013705,OR_31008871,Wallet,No
TR_41013706,OR_31001489,Wallet,No
TR_41013707,OR_31000613,UPI,Yes
TR_41013708,OR_31000963,Debit Card,Yes
TR_41013709,OR_31008045,UPI,No
TR_41013710,OR_31009242,Wallet,Yes
TR_41013711,OR_31003134,COD,No
TR_41013712,OR_31007549,Credit Card,Yes
TR_41013713,OR_31005307,Wallet,No
TR_41013714,OR_31006891,Credit Card,No
TR_41013715,OR_31005378,Debit Card,No
TR_41013716,OR_31000763,Credit Card,No
TR_41013717,OR_31000640,Wallet,No
TR_41013718,OR_31008643,COD,Yes
TR_41013719,OR_31009640,Credit Card,Yes
TR_41013720,OR_31007537,Wallet,Yes
TR_41013721,OR_31001312,Wallet,Yes
TR_41013722,OR_31003853,COD,No
TR_41013723,OR_31003716,UPI,Yes
TR_41013724,OR_31003176,UPI,Yes
TR_41013725,OR_31008715,Wallet,Yes
TR_41013726,OR_31007323,COD,Yes
TR_41013727,OR_31007518,Credit Card,No
TR_41013728,OR_31001056,UPI,Yes
TR_41013729,OR_31009391,COD,Yes
TR_41013730,OR_31004630,UPI,No
TR_41013731,OR_31007931,UPI,Yes
TR_41013732,OR_31009253,Wallet,No
TR_41013733,OR_31002994,Debit Card,No
TR_41013734,OR_31001691,Debit Card,Yes
TR_41013735,OR_31000168,Credit Card,Yes
TR_41013736,OR_31000025,Wallet,Yes
TR_41013737,OR_31004568,COD,Yes
TR_41013738,OR_31005776,Debit Card,Yes
TR_41013739,OR_31005579,Credit Card,Yes
TR_41013740,OR_31008249,Debit Card,Yes
TR_41013741,OR_31001906,Credit Card,Yes
TR_41013742,OR_31002201,UPI,Yes
TR_41013743,OR_31005598,COD,Yes
TR_41013744,OR_31006456,Debit Card,Yes
TR_41013745,OR_31005972,COD,No
TR_41013746,OR_31009035,Credit Card,No
TR_41013747,OR_31006028,COD,No
TR_41013748,OR_31005819,Debit Card,Yes
TR_41013749,OR_31003994,Debit Card,Yes
TR_41013750,OR_31008757,COD,No
TR_41013751,OR_31007149,COD,Yes
TR_41013752,OR_31005670,Wallet,Yes
TR_41013753,OR_31002266,Credit Card,Yes
TR_41013754,OR_31008896,COD,No
TR_41013755,OR_31004656,UPI,Yes
TR_41013756,OR_31000832,Debit Card,Yes
TR_41013757,OR_31004961,Debit Card,No
TR_41013758,OR_31003839,Credit Card,No
TR_41013759,OR_31008753,Debit Card,No
TR_41013760,OR_31006994,Wallet,Yes
TR_41013761,OR_31005608,Credit Card,No
TR_41013762,OR_31000047,Wallet,No
TR_41013763,OR_31006855,Credit Card,No
TR_41013764,OR_31002098,Credit Card,Yes
TR_41013765,OR_31005284,COD,Yes
TR_41013766,OR_31001060,Credit Card,Yes
TR_41013767,OR_31004989,COD,Yes
TR_41013768,OR_31003133,UPI,No
TR_41013769,OR_31008304,Debit Card,No
TR_41013770,OR_31002131,COD,Yes
TR_41013771,OR_31009032,COD,Yes
TR_41013772,OR_31001509,Credit Card,Yes
TR_41013773,OR_31000598,COD,No
TR_41013774,OR_31002844,Debit Card,No
TR_41013775,OR_31005225,Credit Card,Yes
TR_41013776,OR_31005037,Credit Card,Yes
TR_41013777,OR_31003065,UPI,No
TR_41013778,OR_31004980,UPI,Yes
TR_41013779,OR_31000841,COD,No
TR_41013780,OR_31007112,Credit Card,No
TR_41013781,OR_31009871,Debit Card,Yes
TR_41013782,OR_31005734,Debit Card,Yes
TR_41013783,OR_31002659,Credit Card,Yes
TR_41013784,OR_31005499,Credit Card,Yes
TR_41013785,OR_31005346,UPI,No
TR_41013786,OR_31001145,Wallet,Yes
TR_41013787,OR_31000616,UPI,Yes
TR_41013788,OR_31002096,Credit Card,No
TR_41013789,OR_31009244,COD,Yes
TR_41013790,OR_31006379,Credit Card,Yes
TR_41013791,OR_31004031,Credit Card,No
TR_41013792,OR_31008715,Wallet,No
TR_41013793,OR_31001494,Debit Card,Yes
TR_41013794,OR_31001482,Credit Card,No
TR_41013795,OR_31006547,Debit Card,Yes
TR_41013796,OR_31005147,COD,Yes
TR_41013797,OR_31007996,COD,Yes
TR_41013798,OR_31001035,Debit Card,No
TR_41013799,OR_31005999,Debit Card,No
TR_41013800,OR_31009437,UPI,No
TR_41013801,OR_31009213,Wallet,No
TR_41013802,OR_31000524,Credit Card,No
TR_41013803,OR_31007184,Wallet,Yes
TR_41013804,OR_31005947,Wallet,No
TR_41013805,OR_31009634,COD,No
TR_41013806,OR_31003955,COD,No
TR_41013807,OR_31000008,UPI,Yes
TR_41013808,OR_31003972,COD,Yes
TR_41013809,OR_31003240,UPI,No
TR_41013810,OR_31006059,Debit Card,Yes
TR_41013811,OR_31006870,Debit Card,No
TR_41013812,OR_31006585,UPI,Yes
TR_41013813,OR_31002636,Debit Card,Yes
TR_41013814,OR_31004573,Wallet,Yes
TR_41013815,OR_31001458,Credit Card,Yes
TR_41013816,OR_31008344,COD,No
TR_41013817,OR_31000970,COD,Yes
TR_41013818,OR_31004948,COD,No
TR_41013819,OR_31002891,Debit Card,Yes
TR_41013820,OR_31003845,UPI,No
TR_41013821,OR_31003550,Credit Card,Yes
TR_41013822,OR_31001567,COD,Yes
TR_41013823,OR_31009998,UPI,Yes
TR_41013824,OR_31002877,Wallet,Yes
TR_41013825,OR_31007856,Debit Card,No
TR_41013826,OR_31003775,Wallet,Yes
TR_41013827,OR_31004350,UPI,No
TR_41013828,OR_31002290,Debit Card,No
TR_41013829,OR_31006517,COD,Yes
TR_41013830,OR_31004643,Wallet,No
TR_41013831,OR_31003784,Credit Card,Yes
TR_41013832,OR_31006939,Wallet,Yes
TR_41013833,OR_31009256,COD,No
TR_41013834,OR_31001330,Wallet,No
TR_41013835,OR_31001781,UPI,Yes
TR_41013836,OR_31000976,Debit Card,Yes
TR_41013837,OR_31002718,Debit Card,No
TR_41013838,OR_31009927,Wallet,No
TR_41013839,OR_31003329,Credit Card,No
TR_41013840,OR_31004828,UPI,No
TR_41013841,OR_31005383,Wallet,Yes
TR_41013842,OR_31003575,Credit Card,No
TR_41013843,OR_31005286,UPI,Yes
TR_41013844,OR_31007594,COD,No
TR_41013845,OR_31004674,COD,Yes
TR_41013846,OR_31004480,Wallet,No
TR_41013847,OR_31000731,Debit Card,No
TR_41013848,OR_31005749,Wallet,Yes
TR_41013849,OR_31008176,Wallet,No
TR_41013850,OR_31002637,Debit Card,No
TR_41013851,OR_31008456,Debit Card,Yes
TR_41013852,OR_31007742,Debit Card,No
TR_41013853,OR_31007563,Wallet,No
TR_41013854,OR_31006455,Wallet,No
TR_41013855,OR_31002948,COD,No
TR_41013856,OR_31000399,COD,Yes
TR_41013857,OR_31002735,UPI,Yes
TR_41013858,OR_31002995,Debit Card,Yes
TR_41013859,OR_31004068,Credit Card,No
TR_41013860,OR_31007415,COD,Yes
TR_41013861,OR_31009749,Credit Card,No
TR_41013862,OR_31008741,Credit Card,No
TR_41013863,OR_31004493,Wallet,Yes
TR_41013864,OR_31004307,Wallet,No
TR_41013865,OR_31007069,COD,No
TR_41013866,OR_31003967,Wallet,Yes
TR_41013867,OR_31008156,COD,Yes
TR_41013868,OR_31002047,Credit Card,Yes
TR_41013869,OR_31007827,Debit Card,Yes
TR_41013870,OR_31004943,Debit Card,No
TR_41013871,OR_31004483,UPI,No
TR_41013872,OR_31000878,Debit Card,No
TR_41013873,OR_31001490,COD,Yes
TR_41013874,OR_31007531,Debit Card,No
TR_41013875,OR_31002614,UPI,No
TR_41013876,OR_31009480,Debit Card,No
TR_41013877,OR_31002703,UPI,Yes
TR_41013878,OR_31006918,Credit Card,Yes
TR_41013879,OR_31001581,Debit Card,Yes
TR_41013880,OR_31000549,COD,Yes
TR_41013881,OR_31004381,Credit Card,No
TR_41013882,OR_31004877,Credit Card,No
TR_41013883,OR_31009211,COD,Yes
TR_41013884,OR_31002231,COD,Yes
TR_41013885,OR_31009065,Debit Card,No
TR_41013886,OR_31004413,Wallet,No
TR_41013887,OR_31007861,UPI,No
TR_41013888,OR_31002991,Wallet,Yes
TR_41013889,OR_31004766,UPI,Yes
TR_41013890,OR_31003093,Wallet,No
TR_41013891,OR_31004066,Debit Card,No
TR_41013892,OR_31008189,COD,Yes
TR_41013893,OR_31000821,Wallet,Yes
TR_41013894,OR_31000443,COD,No
TR_41013895,OR_31005355,Debit Card,No
TR_41013896,OR_31000691,Wallet,No
TR_41013897,OR_31000138,Credit Card,No
TR_41013898,OR_31003320,Wallet,Yes
TR_41013899,OR_31006032,Wallet,No
TR_41013900,OR_31000645,COD,No
TR_41013901,OR_31007312,COD,No
TR_41013902,OR_31000950,Debit Card,No
TR_41013903,OR_31007769,Credit Card,Yes
TR_41013904,OR_31003870,Wallet,No
TR_41013905,OR_31005059,Debit Card,Yes
TR_41013906,OR_31000849,Wallet,Yes
TR_41013907,OR_31000993,COD,Yes
TR_41013908,OR_31004284,COD,Yes
TR_41013909,OR_31005970,Credit Card,No
TR_41013910,OR_31004657,UPI,Yes
TR_41013911,OR_31008948,Debit Card,No
TR_41013912,OR_31002053,Debit Card,Yes
TR_41013913,OR_31006118,Wallet,No
TR_41013914,OR_31006158,Wallet,No
TR_41013915,OR_31003260,Credit Card,No
TR_41013916,OR_31001122,COD,No
TR_41013917,OR_31004752,Credit Card,Yes
TR_41013918,OR_31007177,Credit Card,Yes
TR_41013919,OR_31008339,Debit Card,No
TR_41013920,OR_31004370,Credit Card,Yes
TR_41013921,OR_31007689,UPI,Yes
TR_41013922,OR_31009706,Wallet,No
TR_41013923,OR_31001967,Wallet,Yes
TR_41013924,OR_31007632,Credit Card,No
TR_41013925,OR_31008739,UPI,No
TR_41013926,OR_31001000,COD,Yes
TR_41013927,OR_31007569,COD,No
TR_41013928,OR_31008586,COD,Yes
TR_41013929,OR_31007824,UPI,No
TR_41013930,OR_31000223,UPI,Yes
TR_41013931,OR_31001744,COD,Yes
TR_41013932,OR_31002351,UPI,Yes
TR_41013933,OR_31008372,Wallet,No
TR_41013934,OR_31000682,Wallet,No
TR_41013935,OR_31007157,Credit Card,No
TR_41013936,OR_31005463,Credit Card,Yes
TR_41013937,OR_31001439,COD,No
TR_41013938,OR_31009751,Debit Card,Yes
TR_41013939,OR_31006265,Credit Card,Yes
TR_41013940,OR_31006297,Debit Card,No
TR_41013941,OR_31005380,Wallet,No
TR_41013942,OR_31007983,COD,Yes
TR_41013943,OR_31003805,COD,Yes
TR_41013944,OR_31007370,Wallet,Yes
TR_41013945,OR_31007163,Debit Card,Yes
TR_41013946,OR_31004263,UPI,No
TR_41013947,OR_31001182,COD,Yes
TR_41013948,OR_31004926,UPI,Yes
TR_41013949,OR_31007587,COD,Yes
TR_41013950,OR_31006662,Debit Card,Yes
TR_41013951,OR_31005952,Debit Card,No
TR_41013952,OR_31000119,UPI,No
TR_41013953,OR_31008237,Debit Card,Yes
TR_41013954,OR_31008296,UPI,Yes
TR_41013955,OR_31009956,COD,Yes
TR_41013956,OR_31008480,COD,Yes
TR_41013957,OR_31003174,Wallet,Yes
TR_41013958,OR_31009140,Debit Card,Yes
TR_41013959,OR_31003351,COD,No
TR_41013960,OR_31008893,UPI,Yes
TR_41013961,OR_31007953,UPI,Yes
TR_41013962,OR_31005592,COD,Yes
TR_41013963,OR_31008697,Wallet,No
TR_41013964,OR_31004883,Debit Card,Yes
TR_41013965,OR_31003309,COD,Yes
TR_41013966,OR_31002196,UPI,No
