Order_ID,Customer_ID,Product_ID,Order_Date,Order_Time,Quantity,Coupon,Coupon_Discount,DP_ID
OR_31012161,CS_11000848,PD_21007473,2024-05-13,5:37:32,3,WELCOME10,15,DV_61000005
OR_31012162,CS_11005465,PD_21004697,2024-08-11,11:54:02,8,SUMMER15,10,DV_61000005
OR_31012163,CS_11004611,PD_21001592,2024-10-26,18:13:17,3,FESTIVE20,20,DV_61000002
OR_31012164,CS_11006107,PD_21004576,2024-08-06,0:52:31,2,WELCOME10,10,DV_61000001
OR_31012165,CS_11002882,PD_21000577,2024-03-10,16:46:12,1,MACRO40,10,DV_61000005
OR_31012166,CS_11009294,PD_21002924,2024-07-18,2:12:40,10,FESTIVE20,15,DV_61000003
OR_31012167,CS_11006136,PD_21009162,2024-10-04,12:40:58,1,WELCOME10,20,DV_61000003
OR_31012168,CS_11009542,PD_21004518,2024-12-17,11:52:48,6,No Coupons,0,DV_61000005
OR_31012169,CS_11003504,PD_21007514,2024-03-17,10:43:18,5,No Coupons,0,DV_61000002
OR_31012170,CS_11008451,PD_21009844,2024-04-27,23:35:46,2,MACRO40,20,DV_61000001
OR_31012171,CS_11009054,PD_21007654,2024-05-22,18:20:32,2,SUMMER15,20,DV_61000003
OR_31012172,CS_11004770,PD_21009585,2025-01-13,13:43:19,2,FESTIVE20,20,DV_61000005
OR_31012173,CS_11009840,PD_21009926,2024-03-21,4:32:45,1,No Coupons,0,DV_61000005
OR_31012174,CS_11002886,PD_21004983,2024-07-02,20:11:30,1,No Coupons,0,DV_61000004
OR_31012175,CS_11009389,PD_21004701,2024-10-18,18:40:17,9,WELCOME10,15,DV_61000005
OR_31012176,CS_11001554,PD_21005676,2024-08-01,1:15:30,3,SUMMER15,10,DV_61000002
OR_31012177,CS_11001465,PD_21000164,2024-11-26,12:36:05,4,MACRO40,15,DV_61000003
OR_31012178,CS_11007057,PD_21005637,2024-06-21,15:59:42,5,MACRO40,10,DV_61000004
OR_31012179,CS_11002386,PD_21000187,2024-08-03,9:39:31,2,FESTIVE20,20,DV_61000003
OR_31012180,CS_11008199,PD_21000741,2024-05-29,3:56:24,10,FESTIVE20,15,DV_61000003
OR_31012181,CS_11005855,PD_21001667,2025-02-24,9:17:28,2,No Coupons,0,DV_61000002
OR_31012182,CS_11003620,PD_21000827,2025-02-24,12:26:26,8,MACRO40,15,DV_61000005
OR_31012183,CS_11000450,PD_21002015,2024-12-28,11:01:36,9,No Coupons,0,DV_61000002
OR_31012184,CS_11006116,PD_21000893,2024-08-30,18:07:05,7,FESTIVE20,15,DV_61000005
OR_31012185,CS_11004985,PD_21006264,2024-09-01,17:51:33,1,FESTIVE20,20,DV_61000004
OR_31012186,CS_11002554,PD_21009046,2024-08-17,11:51:20,8,WELCOME10,15,DV_61000002
OR_31012187,CS_11001197,PD_21005384,2025-02-07,20:25:05,6,MACRO40,20,DV_61000002
OR_31012188,CS_11002987,PD_21009391,2024-07-14,22:16:26,5,WELCOME10,10,DV_61000001
OR_31012189,CS_11006946,PD_21008303,2025-01-11,2:30:20,8,FESTIVE20,10,DV_61000002
OR_31012190,CS_11007506,PD_21005935,2025-03-06,11:16:21,5,No Coupons,0,DV_61000001
OR_31012191,CS_11009247,PD_21000117,2024-04-04,4:31:50,4,WELCOME10,20,DV_61000005
OR_31012192,CS_11008359,PD_21009612,2024-10-06,22:36:26,7,MACRO40,15,DV_61000005
OR_31012193,CS_11007134,PD_21004756,2025-01-11,19:58:20,1,FESTIVE20,10,DV_61000005
OR_31012194,CS_11001213,PD_21008072,2024-06-11,14:46:06,5,No Coupons,0,DV_61000001
OR_31012195,CS_11001368,PD_21001561,2024-08-05,5:52:11,4,WELCOME10,10,DV_61000005
OR_31012196,CS_11001648,PD_21000328,2024-12-05,8:33:14,8,WELCOME10,20,DV_61000003
OR_31012197,CS_11003226,PD_21006783,2024-08-09,20:29:59,3,No Coupons,0,DV_61000002
OR_31012198,CS_11005030,PD_21003045,2025-02-02,7:11:41,6,No Coupons,0,DV_61000001
OR_31012199,CS_11006440,PD_21006136,2024-12-03,15:58:32,5,No Coupons,0,DV_61000005
OR_31012200,CS_11001675,PD_21002497,2024-04-24,19:54:37,5,No Coupons,0,DV_61000003
OR_31012201,CS_11000836,PD_21004248,2024-06-29,16:41:20,1,No Coupons,0,DV_61000002
OR_31012202,CS_11005024,PD_21000328,2025-02-10,14:32:45,9,SUMMER15,10,DV_61000002
OR_31012203,CS_11009413,PD_21009543,2025-01-22,19:01:19,2,FESTIVE20,15,DV_61000005
OR_31012204,CS_11007188,PD_21007281,2024-11-13,12:16:06,4,WELCOME10,20,DV_61000003
OR_31012205,CS_11009862,PD_21006467,2024-04-14,11:59:18,10,No Coupons,0,DV_61000001
OR_31012206,CS_11004668,PD_21004262,2024-03-30,23:13:38,5,MACRO40,15,DV_61000005
OR_31012207,CS_11009928,PD_21009152,2024-10-20,0:33:58,7,MACRO40,15,DV_61000002
OR_31012208,CS_11008036,PD_21001170,2024-07-17,10:28:40,3,No Coupons,0,DV_61000002
OR_31012209,CS_11006079,PD_21006963,2025-01-30,5:02:23,2,SUMMER15,10,DV_61000002
OR_31012210,CS_11007765,PD_21009127,2025-02-17,13:13:12,1,SUMMER15,20,DV_61000005
OR_31012211,CS_11001186,PD_21009981,2024-06-05,6:17:11,10,MACRO40,15,DV_61000004
OR_31012212,CS_11008708,PD_21003993,2024-04-27,16:15:48,9,No Coupons,0,DV_61000004
OR_31012213,CS_11009492,PD_21008327,2025-02-19,18:16:26,6,MACRO40,20,DV_61000004
OR_31012214,CS_11002635,PD_21000507,2024-03-10,23:13:30,7,WELCOME10,10,DV_61000003
OR_31012215,CS_11008617,PD_21005270,2024-10-23,12:16:17,1,SUMMER15,10,DV_61000005
OR_31012216,CS_11007967,PD_21004953,2024-07-20,18:40:21,9,FESTIVE20,20,DV_61000002
OR_31012217,CS_11000637,PD_21002824,2024-05-19,15:27:03,6,WELCOME10,20,DV_61000003
OR_31012218,CS_11001754,PD_21006315,2025-02-27,15:11:17,7,MACRO40,15,DV_61000004
OR_31012219,CS_11006615,PD_21001240,2024-09-18,9:31:29,2,MACRO40,20,DV_61000001
OR_31012220,CS_11008758,PD_21007685,2024-05-30,0:16:19,5,MACRO40,20,DV_61000003
OR_31012221,CS_11003501,PD_21005467,2024-04-07,3:21:34,7,MACRO40,15,DV_61000003
OR_31012222,CS_11006386,PD_21001967,2024-04-14,20:34:59,10,FESTIVE20,15,DV_61000005
OR_31012223,CS_11005260,PD_21002819,2024-12-03,11:08:05,4,MACRO40,10,DV_61000003
OR_31012224,CS_11009956,PD_21007209,2024-07-21,18:43:17,4,WELCOME10,10,DV_61000005
OR_31012225,CS_11003564,PD_21007252,2025-01-09,17:29:20,2,No Coupons,0,DV_61000001
OR_31012226,CS_11005933,PD_21003341,2025-01-30,1:02:49,6,SUMMER15,15,DV_61000002
OR_31012227,CS_11003289,PD_21005747,2024-10-14,23:26:06,7,SUMMER15,10,DV_61000002
OR_31012228,CS_11006754,PD_21001840,2024-09-19,20:31:46,5,No Coupons,0,DV_61000004
OR_31012229,CS_11007038,PD_21006371,2024-09-17,3:59:55,9,FESTIVE20,15,DV_61000004
OR_31012230,CS_11003028,PD_21008196,2024-04-17,23:56:20,6,SUMMER15,10,DV_61000001
OR_31012231,CS_11004624,PD_21008047,2024-07-26,19:06:57,6,No Coupons,0,DV_61000002
OR_31012232,CS_11006074,PD_21001926,2024-05-20,4:52:15,2,MACRO40,20,DV_61000004
OR_31012233,CS_11006953,PD_21002905,2025-03-04,17:01:49,10,No Coupons,0,DV_61000003
OR_31012234,CS_11006487,PD_21007538,2024-03-31,20:32:57,10,No Coupons,0,DV_61000005
OR_31012235,CS_11004288,PD_21006852,2024-05-10,19:05:00,6,No Coupons,0,DV_61000004
OR_31012236,CS_11003141,PD_21006602,2024-12-11,3:18:31,9,WELCOME10,20,DV_61000001
OR_31012237,CS_11009942,PD_21005976,2024-10-13,7:21:33,1,MACRO40,20,DV_61000002
OR_31012238,CS_11009098,PD_21009096,2025-02-02,21:08:36,3,SUMMER15,15,DV_61000001
OR_31012239,CS_11005410,PD_21006575,2024-08-24,22:53:12,9,SUMMER15,15,DV_61000005
OR_31012240,CS_11002176,PD_21009155,2025-02-06,2:34:28,8,WELCOME10,10,DV_61000005
OR_31012241,CS_11002756,PD_21001956,2024-09-22,2:05:42,8,WELCOME10,10,DV_61000001
OR_31012242,CS_11008150,PD_21003006,2024-08-07,22:24:11,10,SUMMER15,20,DV_61000004
OR_31012243,CS_11002567,PD_21005551,2024-06-29,22:19:32,5,FESTIVE20,15,DV_61000004
OR_31012244,CS_11005317,PD_21001301,2025-02-19,13:24:13,10,FESTIVE20,15,DV_61000002
OR_31012245,CS_11000423,PD_21003593,2024-11-28,14:39:24,9,MACRO40,15,DV_61000002
OR_31012246,CS_11001042,PD_21004315,2024-09-22,14:45:58,3,No Coupons,0,DV_61000003
OR_31012247,CS_11004079,PD_21007443,2024-10-21,7:46:19,9,SUMMER15,15,DV_61000003
OR_31012248,CS_11009894,PD_21007621,2024-10-14,23:22:25,2,MACRO40,15,DV_61000002
OR_31012249,CS_11004976,PD_21002407,2024-05-28,16:57:28,9,No Coupons,0,DV_61000003
OR_31012250,CS_11009282,PD_21005526,2024-11-03,14:13:17,9,No Coupons,0,DV_61000001
OR_31012251,CS_11006858,PD_21000111,2024-12-08,14:02:21,2,MACRO40,20,DV_61000004
OR_31012252,CS_11005938,PD_21001544,2024-04-16,11:46:53,4,WELCOME10,15,DV_61000003
OR_31012253,CS_11005448,PD_21006481,2024-10-31,18:27:40,1,MACRO40,15,DV_61000003
OR_31012254,CS_11009752,PD_21007275,2024-12-04,13:29:23,4,FESTIVE20,15,DV_61000001
OR_31012255,CS_11004980,PD_21009453,2024-04-24,9:32:30,5,WELCOME10,10,DV_61000005
OR_31012256,CS_11007513,PD_21003896,2024-09-30,1:48:58,1,SUMMER15,10,DV_61000002
OR_31012257,CS_11007086,PD_21008854,2024-06-03,13:00:52,6,FESTIVE20,15,DV_61000001
OR_31012258,CS_11007590,PD_21007625,2024-11-30,17:35:28,2,WELCOME10,15,DV_61000005
OR_31012259,CS_11007877,PD_21004003,2024-06-11,14:22:06,1,SUMMER15,20,DV_61000001
OR_31012260,CS_11002235,PD_21007374,2024-07-22,22:32:10,4,No Coupons,0,DV_61000004
OR_31012261,CS_11000444,PD_21003638,2024-11-01,16:10:47,5,No Coupons,0,DV_61000001
OR_31012262,CS_11008524,PD_21008614,2025-01-26,11:09:13,3,No Coupons,0,DV_61000001
OR_31012263,CS_11002127,PD_21005925,2025-01-14,12:21:24,2,No Coupons,0,DV_61000004
OR_31012264,CS_11009588,PD_21001597,2024-06-15,15:07:04,10,MACRO40,20,DV_61000002
OR_31012265,CS_11004660,PD_21003136,2024-12-06,20:45:29,4,FESTIVE20,20,DV_61000005
OR_31012266,CS_11001442,PD_21003055,2024-04-22,7:04:30,10,No Coupons,0,DV_61000003
OR_31012267,CS_11007833,PD_21000713,2025-02-25,9:35:06,5,SUMMER15,10,DV_61000002
OR_31012268,CS_11009125,PD_21009352,2024-08-24,12:35:19,5,No Coupons,0,DV_61000001
OR_31012269,CS_11007956,PD_21000016,2024-08-06,23:23:24,6,FESTIVE20,10,DV_61000003
OR_31012270,CS_11004988,PD_21006652,2025-01-24,21:48:50,6,No Coupons,0,DV_61000004
OR_31012271,CS_11008486,PD_21001063,2024-10-12,0:41:44,6,SUMMER15,15,DV_61000002
OR_31012272,CS_11007053,PD_21003431,2024-11-25,23:42:47,5,WELCOME10,15,DV_61000005
OR_31012273,CS_11002892,PD_21000209,2024-10-16,6:35:23,9,SUMMER15,10,DV_61000002
OR_31012274,CS_11002244,PD_21007956,2024-06-11,1:19:38,8,MACRO40,10,DV_61000002
OR_31012275,CS_11009729,PD_21005935,2025-01-20,21:17:13,5,MACRO40,10,DV_61000003
OR_31012276,CS_11009163,PD_21003963,2024-09-25,2:53:50,4,SUMMER15,15,DV_61000004
OR_31012277,CS_11001081,PD_21001874,2024-08-16,7:44:35,2,WELCOME10,20,DV_61000004
OR_31012278,CS_11009765,PD_21006413,2024-06-14,1:18:05,5,MACRO40,15,DV_61000002
OR_31012279,CS_11007453,PD_21008790,2024-11-10,13:42:19,9,FESTIVE20,20,DV_61000004
OR_31012280,CS_11009553,PD_21007066,2025-02-16,5:28:26,5,SUMMER15,15,DV_61000003
OR_31012281,CS_11004825,PD_21003679,2024-06-13,10:39:24,1,MACRO40,10,DV_61000003
OR_31012282,CS_11006576,PD_21003417,2024-07-01,20:09:13,3,FESTIVE20,15,DV_61000005
OR_31012283,CS_11003279,PD_21009506,2024-06-29,22:25:19,2,SUMMER15,15,DV_61000004
OR_31012284,CS_11006547,PD_21007159,2025-01-24,13:49:51,6,MACRO40,20,DV_61000005
OR_31012285,CS_11007500,PD_21002675,2024-10-21,9:07:49,10,MACRO40,15,DV_61000001
OR_31012286,CS_11008527,PD_21004171,2024-08-14,14:15:11,9,SUMMER15,15,DV_61000003
OR_31012287,CS_11002206,PD_21001254,2024-10-01,18:37:21,3,No Coupons,0,DV_61000002
OR_31012288,CS_11005325,PD_21001968,2025-02-07,4:43:58,4,No Coupons,0,DV_61000003
OR_31012289,CS_11006718,PD_21007443,2025-03-06,1:04:53,8,SUMMER15,10,DV_61000001
OR_31012290,CS_11004011,PD_21001259,2024-09-25,8:27:58,6,WELCOME10,15,DV_61000002
OR_31012291,CS_11000092,PD_21005256,2024-07-19,2:30:36,3,No Coupons,0,DV_61000004
OR_31012292,CS_11007466,PD_21005894,2024-05-14,1:17:47,8,WELCOME10,20,DV_61000004
OR_31012293,CS_11007759,PD_21008630,2024-11-06,15:27:57,5,No Coupons,0,DV_61000003
OR_31012294,CS_11008107,PD_21004620,2025-02-07,7:13:47,8,FESTIVE20,15,DV_61000002
OR_31012295,CS_11004422,PD_21008162,2025-01-19,15:27:58,5,SUMMER15,20,DV_61000002
OR_31012296,CS_11004835,PD_21003838,2024-07-26,14:33:50,1,FESTIVE20,15,DV_61000005
OR_31012297,CS_11007106,PD_21006516,2024-10-31,16:55:41,5,WELCOME10,10,DV_61000001
OR_31012298,CS_11004663,PD_21009618,2024-06-19,21:42:27,3,SUMMER15,10,DV_61000004
OR_31012299,CS_11005198,PD_21009570,2024-06-24,11:06:20,7,SUMMER15,10,DV_61000003
OR_31012300,CS_11008203,PD_21009996,2024-03-06,1:40:31,5,MACRO40,20,DV_61000002
OR_31012301,CS_11006638,PD_21006774,2024-03-18,19:37:14,3,FESTIVE20,10,DV_61000004
OR_31012302,CS_11002844,PD_21007160,2024-11-16,11:14:30,10,No Coupons,0,DV_61000003
OR_31012303,CS_11005184,PD_21009537,2024-04-22,18:41:35,2,WELCOME10,20,DV_61000004
OR_31012304,CS_11005132,PD_21000060,2024-11-02,16:19:15,4,No Coupons,0,DV_61000003
OR_31012305,CS_11003595,PD_21000406,2024-10-30,12:52:11,7,No Coupons,0,DV_61000004
OR_31012306,CS_11006065,PD_21005845,2024-03-16,7:36:33,8,MACRO40,10,DV_61000005
OR_31012307,CS_11001187,PD_21002188,2025-02-07,6:11:15,2,SUMMER15,20,DV_61000001
OR_31012308,CS_11003334,PD_21002947,2024-05-18,4:54:25,2,SUMMER15,20,DV_61000004
OR_31012309,CS_11005778,PD_21005020,2024-07-17,5:42:58,6,MACRO40,20,DV_61000001
OR_31012310,CS_11009943,PD_21006686,2024-06-06,3:34:35,6,FESTIVE20,10,DV_61000004
OR_31012311,CS_11003352,PD_21008924,2024-06-15,23:39:07,8,No Coupons,0,DV_61000002
OR_31012312,CS_11005434,PD_21004749,2025-02-19,17:52:14,9,SUMMER15,10,DV_61000005
OR_31012313,CS_11001256,PD_21005091,2024-09-23,23:29:36,2,WELCOME10,10,DV_61000005
OR_31012314,CS_11009390,PD_21009652,2024-06-12,15:24:59,5,FESTIVE20,15,DV_61000001
OR_31012315,CS_11001228,PD_21000006,2025-02-18,12:45:02,10,FESTIVE20,10,DV_61000002
OR_31012316,CS_11004152,PD_21001308,2024-06-12,17:25:43,9,MACRO40,10,DV_61000003
OR_31012317,CS_11002658,PD_21001988,2024-12-13,17:56:49,7,MACRO40,10,DV_61000005
OR_31012318,CS_11001859,PD_21009090,2024-04-05,20:52:44,6,FESTIVE20,15,DV_61000002
OR_31012319,CS_11008915,PD_21002976,2024-10-25,4:32:23,2,MACRO40,10,DV_61000002
OR_31012320,CS_11003913,PD_21009390,2024-07-03,23:06:47,9,FESTIVE20,10,DV_61000001
OR_31012321,CS_11005696,PD_21007362,2024-06-29,16:10:39,3,MACRO40,20,DV_61000002
OR_31012322,CS_11008762,PD_21001956,2024-08-03,3:14:28,8,MACRO40,20,DV_61000002
OR_31012323,CS_11003374,PD_21008829,2024-03-29,16:15:37,5,SUMMER15,20,DV_61000003
OR_31012324,CS_11004800,PD_21005414,2025-02-14,3:46:36,3,FESTIVE20,15,DV_61000001
OR_31012325,CS_11002853,PD_21006512,2024-04-07,2:11:05,4,FESTIVE20,15,DV_61000001
OR_31012326,CS_11001649,PD_21006227,2024-09-27,12:31:21,5,No Coupons,0,DV_61000002
OR_31012327,CS_11004443,PD_21009877,2025-02-18,18:09:24,4,WELCOME10,20,DV_61000003
OR_31012328,CS_11009661,PD_21000006,2025-01-24,19:17:08,4,WELCOME10,20,DV_61000004
OR_31012329,CS_11003487,PD_21009406,2024-03-06,18:59:28,1,FESTIVE20,15,DV_61000005
OR_31012330,CS_11001857,PD_21006949,2024-04-04,11:07:19,3,No Coupons,0,DV_61000001
OR_31012331,CS_11008563,PD_21000908,2024-06-23,8:35:06,5,FESTIVE20,20,DV_61000003
OR_31012332,CS_11001106,PD_21003144,2024-05-26,19:10:25,3,MACRO40,10,DV_61000003
OR_31012333,CS_11009163,PD_21003087,2024-06-08,4:54:22,3,WELCOME10,10,DV_61000002
OR_31012334,CS_11006239,PD_21003439,2024-04-28,4:41:21,10,MACRO40,15,DV_61000005
OR_31012335,CS_11009580,PD_21006803,2025-01-01,2:03:57,9,WELCOME10,20,DV_61000001
OR_31012336,CS_11003344,PD_21000610,2025-01-11,11:26:42,10,WELCOME10,20,DV_61000004
OR_31012337,CS_11009436,PD_21004681,2024-07-18,5:04:36,6,No Coupons,0,DV_61000002
OR_31012338,CS_11006239,PD_21008997,2024-04-27,0:28:03,5,FESTIVE20,15,DV_61000001
OR_31012339,CS_11001013,PD_21002333,2025-03-02,22:31:35,8,FESTIVE20,15,DV_61000001
OR_31012340,CS_11007166,PD_21000110,2024-05-21,19:18:38,10,SUMMER15,10,DV_61000003
OR_31012341,CS_11000748,PD_21000518,2024-04-10,4:59:01,4,No Coupons,0,DV_61000005
OR_31012342,CS_11001498,PD_21004697,2024-09-23,18:59:11,1,SUMMER15,15,DV_61000004
OR_31012343,CS_11004542,PD_21009957,2025-02-06,2:12:03,2,MACRO40,10,DV_61000005
OR_31012344,CS_11004395,PD_21003100,2024-05-14,22:17:24,10,No Coupons,0,DV_61000003
OR_31012345,CS_11003323,PD_21002101,2024-09-27,10:03:25,4,No Coupons,0,DV_61000004
OR_31012346,CS_11001587,PD_21005893,2024-06-17,7:12:00,1,No Coupons,0,DV_61000004
OR_31012347,CS_11002708,PD_21008899,2024-03-29,19:29:38,2,No Coupons,0,DV_61000002
OR_31012348,CS_11008634,PD_21008093,2024-08-19,21:23:38,7,No Coupons,0,DV_61000004
OR_31012349,CS_11001393,PD_21002028,2024-03-24,9:10:08,4,MACRO40,10,DV_61000001
OR_31012350,CS_11002849,PD_21004372,2024-11-06,21:06:14,5,FESTIVE20,10,DV_61000005
OR_31012351,CS_11007928,PD_21004251,2025-02-09,13:32:20,2,No Coupons,0,DV_61000005
OR_31012352,CS_11006012,PD_21004655,2025-01-30,11:03:00,9,MACRO40,20,DV_61000002
OR_31012353,CS_11008962,PD_21000913,2024-04-30,7:34:09,2,WELCOME10,15,DV_61000004
OR_31012354,CS_11008830,PD_21007688,2024-07-20,13:21:44,1,SUMMER15,10,DV_61000003
OR_31012355,CS_11004941,PD_21001604,2024-12-24,20:59:54,4,SUMMER15,10,DV_61000001
OR_31012356,CS_11001616,PD_21003534,2024-09-15,4:53:16,5,SUMMER15,15,DV_61000002
OR_31012357,CS_11005879,PD_21006527,2024-08-31,15:31:04,7,MACRO40,15,DV_61000004
OR_31012358,CS_11006221,PD_21001494,2025-03-03,13:22:01,2,MACRO40,20,DV_61000003
OR_31012359,CS_11004023,PD_21008792,2024-11-22,18:45:05,4,WELCOME10,10,DV_61000004
OR_31012360,CS_11005164,PD_21005014,2024-04-26,17:18:31,4,No Coupons,0,DV_61000002
OR_31012361,CS_11002343,PD_21002498,2024-06-13,14:51:08,3,FESTIVE20,20,DV_61000003
OR_31012362,CS_11008971,PD_21004847,2024-08-07,1:38:52,1,No Coupons,0,DV_61000003
OR_31012363,CS_11000641,PD_21003306,2024-04-27,8:20:54,4,No Coupons,0,DV_61000003
OR_31012364,CS_11004766,PD_21003372,2024-04-21,7:37:18,8,MACRO40,10,DV_61000003
OR_31012365,CS_11005058,PD_21000801,2024-08-05,3:21:08,1,FESTIVE20,10,DV_61000004
OR_31012366,CS_11003747,PD_21001181,2025-02-16,17:25:44,4,No Coupons,0,DV_61000003
OR_31012367,CS_11002511,PD_21006789,2024-04-15,6:30:12,6,SUMMER15,20,DV_61000004
OR_31012368,CS_11005758,PD_21007797,2025-01-25,21:56:17,3,No Coupons,0,DV_61000003
OR_31012369,CS_11003516,PD_21001861,2024-04-08,4:39:58,3,WELCOME10,15,DV_61000003
OR_31012370,CS_11009351,PD_21009331,2024-05-25,10:29:52,1,SUMMER15,10,DV_61000002
OR_31012371,CS_11004114,PD_21001129,2025-01-24,5:58:44,1,FESTIVE20,10,DV_61000004
OR_31012372,CS_11008591,PD_21007607,2024-05-05,22:44:26,8,SUMMER15,20,DV_61000004
OR_31012373,CS_11002562,PD_21006597,2025-02-12,3:36:22,5,No Coupons,0,DV_61000005
OR_31012374,CS_11004254,PD_21001376,2024-10-17,4:36:44,3,FESTIVE20,10,DV_61000002
OR_31012375,CS_11001308,PD_21000492,2024-05-20,17:20:54,9,SUMMER15,10,DV_61000004
OR_31012376,CS_11007821,PD_21001340,2025-01-07,10:45:28,3,FESTIVE20,20,DV_61000002
OR_31012377,CS_11007501,PD_21001517,2024-05-04,22:44:31,10,FESTIVE20,20,DV_61000002
OR_31012378,CS_11006371,PD_21002527,2024-04-18,16:15:29,5,FESTIVE20,20,DV_61000002
OR_31012379,CS_11001041,PD_21005602,2024-06-21,7:32:32,8,SUMMER15,15,DV_61000001
OR_31012380,CS_11004569,PD_21002829,2024-11-07,1:08:20,8,MACRO40,20,DV_61000004
OR_31012381,CS_11002155,PD_21003700,2024-03-07,22:02:09,8,No Coupons,0,DV_61000002
OR_31012382,CS_11005070,PD_21003980,2024-09-25,19:00:05,6,WELCOME10,20,DV_61000001
OR_31012383,CS_11009581,PD_21002446,2024-04-18,16:21:07,10,WELCOME10,20,DV_61000001
OR_31012384,CS_11008730,PD_21007492,2025-02-01,12:05:03,4,No Coupons,0,DV_61000003
OR_31012385,CS_11004039,PD_21000011,2024-04-02,15:30:49,6,FESTIVE20,20,DV_61000003
OR_31012386,CS_11004787,PD_21002999,2025-02-22,18:32:35,1,SUMMER15,20,DV_61000004
OR_31012387,CS_11008097,PD_21002761,2024-11-12,3:10:02,5,No Coupons,0,DV_61000003
OR_31012388,CS_11006012,PD_21002817,2024-03-12,20:37:43,4,FESTIVE20,20,DV_61000004
OR_31012389,CS_11006661,PD_21008978,2024-11-10,20:59:56,10,FESTIVE20,20,DV_61000001
OR_31012390,CS_11009407,PD_21000643,2024-07-11,8:42:35,3,MACRO40,10,DV_61000001
OR_31012391,CS_11004244,PD_21005758,2024-11-06,7:41:39,2,No Coupons,0,DV_61000004
OR_31012392,CS_11008586,PD_21001758,2024-11-24,18:47:50,10,MACRO40,20,DV_61000003
OR_31012393,CS_11001108,PD_21000570,2025-02-04,7:37:43,4,MACRO40,20,DV_61000003
OR_31012394,CS_11009940,PD_21008391,2024-03-24,8:42:10,1,No Coupons,0,DV_61000004
OR_31012395,CS_11007222,PD_21000872,2024-08-24,7:15:13,8,SUMMER15,20,DV_61000005
OR_31012396,CS_11004681,PD_21001687,2025-01-02,19:14:52,1,No Coupons,0,DV_61000003
OR_31012397,CS_11003936,PD_21001355,2025-02-17,6:19:00,1,SUMMER15,20,DV_61000002
OR_31012398,CS_11006923,PD_21006491,2024-12-05,1:49:49,3,No Coupons,0,DV_61000003
OR_31012399,CS_11005385,PD_21006014,2024-04-14,12:47:02,10,No Coupons,0,DV_61000005
OR_31012400,CS_11005160,PD_21005945,2024-11-05,21:41:14,1,No Coupons,0,DV_61000001
OR_31012401,CS_11005853,PD_21007431,2024-03-10,2:36:59,1,WELCOME10,15,DV_61000001
OR_31012402,CS_11002231,PD_21000893,2024-12-03,11:46:36,8,WELCOME10,10,DV_61000001
OR_31012403,CS_11008668,PD_21009402,2024-11-07,18:14:04,9,MACRO40,20,DV_61000003
OR_31012404,CS_11002591,PD_21000928,2024-08-08,7:41:08,7,No Coupons,0,DV_61000001
OR_31012405,CS_11001283,PD_21004638,2024-04-21,2:39:37,3,FESTIVE20,15,DV_61000005
OR_31012406,CS_11005363,PD_21006155,2024-11-06,4:04:07,6,SUMMER15,10,DV_61000005
OR_31012407,CS_11007311,PD_21001392,2025-01-21,12:14:45,2,FESTIVE20,10,DV_61000003
OR_31012408,CS_11005548,PD_21004790,2024-11-19,12:00:26,4,SUMMER15,20,DV_61000002
OR_31012409,CS_11001720,PD_21001370,2025-01-15,15:06:50,5,WELCOME10,10,DV_61000003
OR_31012410,CS_11008449,PD_21006427,2025-01-16,12:28:33,5,No Coupons,0,DV_61000001
OR_31012411,CS_11000276,PD_21004669,2024-09-12,7:22:39,7,WELCOME10,10,DV_61000003
OR_31012412,CS_11007491,PD_21007625,2025-02-18,5:09:52,5,No Coupons,0,DV_61000005
OR_31012413,CS_11008297,PD_21003946,2024-03-15,7:15:41,4,WELCOME10,10,DV_61000003
OR_31012414,CS_11004503,PD_21001878,2025-01-12,15:48:39,6,SUMMER15,15,DV_61000003
OR_31012415,CS_11004597,PD_21004021,2024-07-20,2:02:21,4,SUMMER15,10,DV_61000002
OR_31012416,CS_11005176,PD_21006763,2024-04-24,22:08:38,5,MACRO40,15,DV_61000005
OR_31012417,CS_11006975,PD_21005258,2024-10-20,13:00:20,4,No Coupons,0,DV_61000004
OR_31012418,CS_11003524,PD_21002890,2024-04-11,0:37:53,2,FESTIVE20,10,DV_61000004
OR_31012419,CS_11004163,PD_21008893,2025-02-04,12:43:56,3,SUMMER15,15,DV_61000005
OR_31012420,CS_11007831,PD_21003897,2025-02-28,17:33:48,1,FESTIVE20,20,DV_61000004
OR_31012421,CS_11003240,PD_21000268,2024-04-02,18:21:43,4,WELCOME10,10,DV_61000001
OR_31012422,CS_11006463,PD_21002606,2024-06-27,23:02:39,6,No Coupons,0,DV_61000004
OR_31012423,CS_11009675,PD_21002186,2024-12-26,8:06:37,7,MACRO40,10,DV_61000001
OR_31012424,CS_11001762,PD_21009837,2024-04-10,4:34:27,4,SUMMER15,10,DV_61000005
OR_31012425,CS_11008688,PD_21009548,2024-05-26,10:49:12,3,MACRO40,20,DV_61000004
OR_31012426,CS_11005596,PD_21007257,2024-05-04,14:52:39,9,No Coupons,0,DV_61000004
OR_31012427,CS_11000717,PD_21001313,2024-07-27,20:06:54,6,No Coupons,0,DV_61000001
OR_31012428,CS_11005297,PD_21004099,2024-09-28,13:06:16,10,FESTIVE20,10,DV_61000001
OR_31012429,CS_11007629,PD_21005817,2024-06-04,5:59:49,2,FESTIVE20,20,DV_61000003
